code,title,prerequisite,prerequisite_link,dept_link
CS 1802,Seminar for CS 1800,,,/course-descriptions/cs/
CS 1990,Elective,,,/course-descriptions/cs/
CS 2500,Fundamentals of Computer Science 1,,,/course-descriptions/cs/
CS 2501,Lab for CS 2500,,,/course-descriptions/cs/
CS 2510,Fundamentals of Computer Science 2,CS 2500,https://catalog.northeastern.edu/search/?P=CS%202500,/course-descriptions/cs/
CS 2511,Lab for CS 2510,,,/course-descriptions/cs/
CS 2800,Logic and Computation,CS 1800,https://catalog.northeastern.edu/search/?P=CS%201800,/course-descriptions/cs/
CS 2800,Logic and Computation,MATH 1365,https://catalog.northeastern.edu/search/?P=MATH%201365,/course-descriptions/cs/
CS 2800,Logic and Computation,CS 2500,https://catalog.northeastern.edu/search/?P=CS%202500,/course-descriptions/cs/
CS 2810,Mathematics of Data Models,CS 1800,https://catalog.northeastern.edu/search/?P=CS%201800,/course-descriptions/cs/
CS 2810,Mathematics of Data Models,CS 2500,https://catalog.northeastern.edu/search/?P=CS%202500,/course-descriptions/cs/
CS 2963,Topics,,,/course-descriptions/cs/
CS 2990,Elective,,,/course-descriptions/cs/
CS 2991,Research in Computer Science,,,/course-descriptions/cs/
CS 2992,Research,,,/course-descriptions/cs/
CS 3000,Algorithms and Data,CS 2510,https://catalog.northeastern.edu/search/?P=CS%202510,/course-descriptions/cs/
CS 3000,Algorithms and Data,DS 2500,https://catalog.northeastern.edu/search/?P=DS%202500,/course-descriptions/cs/
CS 3000,Algorithms and Data,CS 1800,https://catalog.northeastern.edu/search/?P=CS%201800,/course-descriptions/cs/
CS 3000,Algorithms and Data,EECE 2160,https://catalog.northeastern.edu/search/?P=EECE%202160,/course-descriptions/cs/
CS 3001,Recitation for CS 3000,,,/course-descriptions/cs/
CS 3200,Introduction to Databases,CS 2500,https://catalog.northeastern.edu/search/?P=CS%202500,/course-descriptions/cs/
CS 3200,Introduction to Databases,DS 2000,https://catalog.northeastern.edu/search/?P=DS%202000,/course-descriptions/cs/
CS 3200,Introduction to Databases,EECE 2560,https://catalog.northeastern.edu/search/?P=EECE%202560,/course-descriptions/cs/
CS 3500,Object-Oriented Design,CS 2510,https://catalog.northeastern.edu/search/?P=CS%202510,/course-descriptions/cs/
CS 3500,Object-Oriented Design,EECE 2560,https://catalog.northeastern.edu/search/?P=EECE%202560,/course-descriptions/cs/
CS 3501,Lab for CS 3500,,,/course-descriptions/cs/
CS 3520,Programming in C++,CS 2510,https://catalog.northeastern.edu/search/?P=CS%202510,/course-descriptions/cs/
CS 3520,Programming in C++,DS 2500,https://catalog.northeastern.edu/search/?P=DS%202500,/course-descriptions/cs/
CS 3540,Game Programming,CS 2500,https://catalog.northeastern.edu/search/?P=CS%202500,/course-descriptions/cs/
CS 3540,Game Programming,ARTG 2260,https://catalog.northeastern.edu/search/?P=ARTG%202260,/course-descriptions/cs/
CS 3540,Game Programming,ARTG 2262,https://catalog.northeastern.edu/search/?P=ARTG%202262,/course-descriptions/cs/
CS 3620,Building Extensible Systems,CS 2510,https://catalog.northeastern.edu/search/?P=CS%202510,/course-descriptions/cs/
CS 3620,Building Extensible Systems,ENGW 1111,https://catalog.northeastern.edu/search/?P=ENGW%201111,/course-descriptions/cs/
CS 3620,Building Extensible Systems,ENGW 1102,https://catalog.northeastern.edu/search/?P=ENGW%201102,/course-descriptions/cs/
CS 3650,Computer Systems,CS 2510,https://catalog.northeastern.edu/search/?P=CS%202510,/course-descriptions/cs/
CS 3650,Computer Systems,EECE 2560,https://catalog.northeastern.edu/search/?P=EECE%202560,/course-descriptions/cs/
CS 3700,Networks and Distributed Systems,CS 2510,https://catalog.northeastern.edu/search/?P=CS%202510,/course-descriptions/cs/
CS 3800,Theory of Computation,CS 2510,https://catalog.northeastern.edu/search/?P=CS%202510,/course-descriptions/cs/
CS 3800,Theory of Computation,EECE 2160,https://catalog.northeastern.edu/search/?P=EECE%202160,/course-descriptions/cs/
CS 3950,Introduction to Computer Science Research,CS 2500,https://catalog.northeastern.edu/search/?P=CS%202500,/course-descriptions/cs/
CS 3990,Elective,,,/course-descriptions/cs/
CS 4050,Artificial Intelligence and Society,,,/course-descriptions/cs/
CS 4097,Mixed Reality,CS 3540,https://catalog.northeastern.edu/search/?P=CS%203540,/course-descriptions/cs/
CS 4100,Artificial Intelligence,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4100,Artificial Intelligence,DS 3500,https://catalog.northeastern.edu/search/?P=DS%203500,/course-descriptions/cs/
CS 4120,Natural Language Processing,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4120,Natural Language Processing,DS 3500,https://catalog.northeastern.edu/search/?P=DS%203500,/course-descriptions/cs/
CS 4150,Game Artificial Intelligence,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4150,Game Artificial Intelligence,CS 3520,https://catalog.northeastern.edu/search/?P=CS%203520,/course-descriptions/cs/
CS 4180,Reinforcement Learning,CS 3000,https://catalog.northeastern.edu/search/?P=CS%203000,/course-descriptions/cs/
CS 4180,Reinforcement Learning,ECON 2350,https://catalog.northeastern.edu/search/?P=ECON%202350,/course-descriptions/cs/
CS 4180,Reinforcement Learning,ENVR 2500,https://catalog.northeastern.edu/search/?P=ENVR%202500,/course-descriptions/cs/
CS 4180,Reinforcement Learning,MATH 3081,https://catalog.northeastern.edu/search/?P=MATH%203081,/course-descriptions/cs/
CS 4180,Reinforcement Learning,PSYC 2320,https://catalog.northeastern.edu/search/?P=PSYC%202320,/course-descriptions/cs/
CS 4180,Reinforcement Learning,CS 2810,https://catalog.northeastern.edu/search/?P=CS%202810,/course-descriptions/cs/
CS 4180,Reinforcement Learning,MATH 2331,https://catalog.northeastern.edu/search/?P=MATH%202331,/course-descriptions/cs/
CS 4180,Reinforcement Learning,CS 2810,https://catalog.northeastern.edu/search/?P=CS%202810,/course-descriptions/cs/
CS 4300,Computer Graphics,CS 2510,https://catalog.northeastern.edu/search/?P=CS%202510,/course-descriptions/cs/
CS 4300,Computer Graphics,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4300,Computer Graphics,EECE 2560,https://catalog.northeastern.edu/search/?P=EECE%202560,/course-descriptions/cs/
CS 4300,Computer Graphics,MATH 1260,https://catalog.northeastern.edu/search/?P=MATH%201260,/course-descriptions/cs/
CS 4300,Computer Graphics,MATH 2331,https://catalog.northeastern.edu/search/?P=MATH%202331,/course-descriptions/cs/
CS 4300,Computer Graphics,MATH 2341,https://catalog.northeastern.edu/search/?P=MATH%202341,/course-descriptions/cs/
CS 4300,Computer Graphics,CS 2810,https://catalog.northeastern.edu/search/?P=CS%202810,/course-descriptions/cs/
CS 4360,Non-Interactive Computer Graphics,CS 2810,https://catalog.northeastern.edu/search/?P=CS%202810,/course-descriptions/cs/
CS 4360,Non-Interactive Computer Graphics,MATH 2331,https://catalog.northeastern.edu/search/?P=MATH%202331,/course-descriptions/cs/
CS 4360,Non-Interactive Computer Graphics,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4400,Programming Languages,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4400,Programming Languages,CS 3000,https://catalog.northeastern.edu/search/?P=CS%203000,/course-descriptions/cs/
CS 4410,Compilers,CS 4400,https://catalog.northeastern.edu/search/?P=CS%204400,/course-descriptions/cs/
CS 4410,Compilers,CS 5400,https://catalog.northeastern.edu/search/?P=CS%205400,/course-descriptions/cs/
CS 4410,Compilers,CS 7400,https://catalog.northeastern.edu/search/?P=CS%207400,/course-descriptions/cs/
CS 4500,Software Development,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4500,Software Development,ENGW 1111,https://catalog.northeastern.edu/search/?P=ENGW%201111,/course-descriptions/cs/
CS 4500,Software Development,ENGW 1102,https://catalog.northeastern.edu/search/?P=ENGW%201102,/course-descriptions/cs/
CS 4520,Mobile Application Development,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4530,Fundamentals of Software Engineering,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4535,Professional Practicum Capstone,,,/course-descriptions/cs/
CS 4550,Web Development,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4550,Web Development,DS 3500,https://catalog.northeastern.edu/search/?P=DS%203500,/course-descriptions/cs/
CS 4610,Robotic Science and Systems,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4700,Network Fundamentals,CS 3650,https://catalog.northeastern.edu/search/?P=CS%203650,/course-descriptions/cs/
CS 4700,Network Fundamentals,CS 5600,https://catalog.northeastern.edu/search/?P=CS%205600,/course-descriptions/cs/
CS 4700,Network Fundamentals,CS 5600,https://catalog.northeastern.edu/search/?P=CS%205600,/course-descriptions/cs/
CS 4710,Mobile and Wireless Systems,CS 3700,https://catalog.northeastern.edu/search/?P=CS%203700,/course-descriptions/cs/
CS 4710,Mobile and Wireless Systems,CS 4730,https://catalog.northeastern.edu/search/?P=CS%204730,/course-descriptions/cs/
CS 4730,Distributed Systems,CS 3650,https://catalog.northeastern.edu/search/?P=CS%203650,/course-descriptions/cs/
CS 4805,Fundamentals of Complexity Theory,CS 3800,https://catalog.northeastern.edu/search/?P=CS%203800,/course-descriptions/cs/
CS 4810,Advanced Algorithms,CS 3000,https://catalog.northeastern.edu/search/?P=CS%203000,/course-descriptions/cs/
CS 4820,Computer-Aided Reasoning,CS 2800,https://catalog.northeastern.edu/search/?P=CS%202800,/course-descriptions/cs/
CS 4820,Computer-Aided Reasoning,CS 3000,https://catalog.northeastern.edu/search/?P=CS%203000,/course-descriptions/cs/
CS 4830,"System Specification, Verification, and Synthesis",CS 3000,https://catalog.northeastern.edu/search/?P=CS%203000,/course-descriptions/cs/
CS 4850,Building Game Engines,CS 3520,https://catalog.northeastern.edu/search/?P=CS%203520,/course-descriptions/cs/
CS 4850,Building Game Engines,CS 3540,https://catalog.northeastern.edu/search/?P=CS%203540,/course-descriptions/cs/
CS 4950,Computer Science Research Seminar,CS 3950,https://catalog.northeastern.edu/search/?P=CS%203950,/course-descriptions/cs/
CS 4955,Computer Science Teaching Seminar,CS 2500,https://catalog.northeastern.edu/search/?P=CS%202500,/course-descriptions/cs/
CS 4970,Junior/Senior Honors Project 1,,,/course-descriptions/cs/
CS 4971,Junior/Senior Honors Project 2,CS 4970,https://catalog.northeastern.edu/search/?P=CS%204970,/course-descriptions/cs/
CS 4973,Topics in Computer Science,CS 3000,https://catalog.northeastern.edu/search/?P=CS%203000,/course-descriptions/cs/
CS 4973,Topics in Computer Science,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4973,Topics in Computer Science,DS 3500,https://catalog.northeastern.edu/search/?P=DS%203500,/course-descriptions/cs/
CS 4990,Elective,,,/course-descriptions/cs/
CS 4991,Research,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4991,Research,CS 3800,https://catalog.northeastern.edu/search/?P=CS%203800,/course-descriptions/cs/
CS 4992,Directed Study,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 4992,Directed Study,CS 3800,https://catalog.northeastern.edu/search/?P=CS%203800,/course-descriptions/cs/
CS 4998,Research,,,/course-descriptions/cs/
CS 5001,Intensive Foundations of Computer Science,,,/course-descriptions/cs/
CS 5002,Discrete Structures,,,/course-descriptions/cs/
CS 5003,Recitation for CS 5001,,,/course-descriptions/cs/
CS 5004,Object-Oriented Design,CS 5001,https://catalog.northeastern.edu/search/?P=CS%205001,/course-descriptions/cs/
CS 5004,Object-Oriented Design,CS 5001,https://catalog.northeastern.edu/search/?P=CS%205001,/course-descriptions/cs/
CS 5004,Object-Oriented Design,CS 5002,https://catalog.northeastern.edu/search/?P=CS%205002,/course-descriptions/cs/
CS 5004,Object-Oriented Design,CS 5002,https://catalog.northeastern.edu/search/?P=CS%205002,/course-descriptions/cs/
CS 5005,Recitation for CS 5004,,,/course-descriptions/cs/
CS 5007,Computer Systems,,,/course-descriptions/cs/
CS 5008,"Data Structures, Algorithms, and Their Applications within Computer Systems",CS 5001,https://catalog.northeastern.edu/search/?P=CS%205001,/course-descriptions/cs/
CS 5008,"Data Structures, Algorithms, and Their Applications within Computer Systems",CS 5001,https://catalog.northeastern.edu/search/?P=CS%205001,/course-descriptions/cs/
CS 5008,"Data Structures, Algorithms, and Their Applications within Computer Systems",CS 5002,https://catalog.northeastern.edu/search/?P=CS%205002,/course-descriptions/cs/
CS 5008,"Data Structures, Algorithms, and Their Applications within Computer Systems",CS 5002,https://catalog.northeastern.edu/search/?P=CS%205002,/course-descriptions/cs/
CS 5009,Recitation for CS 5008,,,/course-descriptions/cs/
CS 5010,Programming Design Paradigm,,,/course-descriptions/cs/
CS 5011,Recitation for CS 5010,,,/course-descriptions/cs/
CS 5047,Exploring AI Trends and Tools,,,/course-descriptions/cs/
CS 5097,Mixed Reality,,,/course-descriptions/cs/
CS 5100,Foundations of Artificial Intelligence,,,/course-descriptions/cs/
CS 5150,Game Artificial Intelligence,,,/course-descriptions/cs/
CS 5170,Artificial Intelligence for Human-Computer Interaction,CS 5100,https://catalog.northeastern.edu/search/?P=CS%205100,/course-descriptions/cs/
CS 5170,Artificial Intelligence for Human-Computer Interaction,CS 5800,https://catalog.northeastern.edu/search/?P=CS%205800,/course-descriptions/cs/
CS 5170,Artificial Intelligence for Human-Computer Interaction,CS 6140,https://catalog.northeastern.edu/search/?P=CS%206140,/course-descriptions/cs/
CS 5180,Reinforcement Learning and Sequential Decision Making,,,/course-descriptions/cs/
CS 5200,Database Management Systems,,,/course-descriptions/cs/
CS 5310,Computer Graphics,MATH 2331,https://catalog.northeastern.edu/search/?P=MATH%202331,/course-descriptions/cs/
CS 5330,Pattern Recognition and Computer Vision,MATH 2331,https://catalog.northeastern.edu/search/?P=MATH%202331,/course-descriptions/cs/
CS 5335,Robotic Science and Systems,,,/course-descriptions/cs/
CS 5340,Computer/Human Interaction,,,/course-descriptions/cs/
CS 5350,Applied Geometric Representation and Computation,,,/course-descriptions/cs/
CS 5360,Noninteractive Computer Graphics,,,/course-descriptions/cs/
CS 5400,Principles of Programming Language,CS 5010,https://catalog.northeastern.edu/search/?P=CS%205010,/course-descriptions/cs/
CS 5400,Principles of Programming Language,CS 5004,https://catalog.northeastern.edu/search/?P=CS%205004,/course-descriptions/cs/
CS 5400,Principles of Programming Language,CS 5010,https://catalog.northeastern.edu/search/?P=CS%205010,/course-descriptions/cs/
CS 5500,Foundations of Software Engineering,CS 5010,https://catalog.northeastern.edu/search/?P=CS%205010,/course-descriptions/cs/
CS 5500,Foundations of Software Engineering,CS 5004,https://catalog.northeastern.edu/search/?P=CS%205004,/course-descriptions/cs/
CS 5500,Foundations of Software Engineering,CS 5010,https://catalog.northeastern.edu/search/?P=CS%205010,/course-descriptions/cs/
CS 5520,Mobile Application Development,,,/course-descriptions/cs/
CS 5540,Game Programming,CS 5004,https://catalog.northeastern.edu/search/?P=CS%205004,/course-descriptions/cs/
CS 5540,Game Programming,CS 5004,https://catalog.northeastern.edu/search/?P=CS%205004,/course-descriptions/cs/
CS 5540,Game Programming,CS 2500,https://catalog.northeastern.edu/search/?P=CS%202500,/course-descriptions/cs/
CS 5540,Game Programming,CS 2510,https://catalog.northeastern.edu/search/?P=CS%202510,/course-descriptions/cs/
CS 5540,Game Programming,CS 3500,https://catalog.northeastern.edu/search/?P=CS%203500,/course-descriptions/cs/
CS 5540,Game Programming,CS 5010,https://catalog.northeastern.edu/search/?P=CS%205010,/course-descriptions/cs/
CS 5600,Computer Systems,,,/course-descriptions/cs/
CS 5610,Web Development,,,/course-descriptions/cs/
CS 5700,Fundamentals of Computer Networking,,,/course-descriptions/cs/
CS 5800,Algorithms,,,/course-descriptions/cs/
CS 5850,Building Game Engines,,,/course-descriptions/cs/
CS 5933,Advanced Computer Science Topics for Teachers,,,/course-descriptions/cs/
CS 5934,Introduction to Inclusive Computer Science Teaching,,,/course-descriptions/cs/
CS 5963,Topics,,,/course-descriptions/cs/
CS 5964,Projects for Professionals,,,/course-descriptions/cs/
CS 5965,Engaging with Industry Partners for Rising Professionals,,,/course-descriptions/cs/
CS 5976,Directed Study,,,/course-descriptions/cs/
CS 6120,Natural Language Processing,,,/course-descriptions/cs/
CS 6140,Machine Learning,CS 5800,https://catalog.northeastern.edu/search/?P=CS%205800,/course-descriptions/cs/
CS 6140,Machine Learning,CS 7800,https://catalog.northeastern.edu/search/?P=CS%207800,/course-descriptions/cs/
CS 6200,Information Retrieval,,,/course-descriptions/cs/
CS 6220,Data Mining Techniques,CS 5800,https://catalog.northeastern.edu/search/?P=CS%205800,/course-descriptions/cs/
CS 6220,Data Mining Techniques,CS 7800,https://catalog.northeastern.edu/search/?P=CS%207800,/course-descriptions/cs/
CS 6240,Large-Scale Parallel Data Processing,CS 5800,https://catalog.northeastern.edu/search/?P=CS%205800,/course-descriptions/cs/
CS 6240,Large-Scale Parallel Data Processing,CS 7800,https://catalog.northeastern.edu/search/?P=CS%207800,/course-descriptions/cs/
CS 6240,Large-Scale Parallel Data Processing,EECE 7205,https://catalog.northeastern.edu/search/?P=EECE%207205,/course-descriptions/cs/
CS 6350,Empirical Research Methods,,,/course-descriptions/cs/
CS 6410,Compilers,CS 5400,https://catalog.northeastern.edu/search/?P=CS%205400,/course-descriptions/cs/
CS 6410,Compilers,CS 7400,https://catalog.northeastern.edu/search/?P=CS%207400,/course-descriptions/cs/
CS 6510,Advanced Software Development,CS 5004,https://catalog.northeastern.edu/search/?P=CS%205004,/course-descriptions/cs/
CS 6510,Advanced Software Development,CS 5010,https://catalog.northeastern.edu/search/?P=CS%205010,/course-descriptions/cs/
CS 6510,Advanced Software Development,CS 5500,https://catalog.northeastern.edu/search/?P=CS%205500,/course-descriptions/cs/
CS 6620,Fundamentals of Cloud Computing,,,/course-descriptions/cs/
CS 6640,Operating Systems Implementation,CS 3650,https://catalog.northeastern.edu/search/?P=CS%203650,/course-descriptions/cs/
CS 6640,Operating Systems Implementation,CS 5600,https://catalog.northeastern.edu/search/?P=CS%205600,/course-descriptions/cs/
CS 6650,Building Scalable Distributed Systems,,,/course-descriptions/cs/
CS 6710,Wireless Network,CS 5700,https://catalog.northeastern.edu/search/?P=CS%205700,/course-descriptions/cs/
CS 6710,Wireless Network,CS 5700,https://catalog.northeastern.edu/search/?P=CS%205700,/course-descriptions/cs/
CS 6760,"Privacy, Security, and Usability",,,/course-descriptions/cs/
CS 6954,Co-op Work Experience - Half-Time,,,/course-descriptions/cs/
CS 6955,Co-op Work Experience Abroad - Half-Time,,,/course-descriptions/cs/
CS 6962,Elective,,,/course-descriptions/cs/
CS 6964,Co-op Work Experience,,,/course-descriptions/cs/
CS 6965,Co-op Work Experience Abroad,,,/course-descriptions/cs/
CS 6983,Topics in Computer Science,,,/course-descriptions/cs/
CS 7140,Advanced Machine Learning,CS 6140,https://catalog.northeastern.edu/search/?P=CS%206140,/course-descriptions/cs/
CS 7140,Advanced Machine Learning,EECE 7204,https://catalog.northeastern.edu/search/?P=EECE%207204,/course-descriptions/cs/
CS 7150,Deep Learning,CS 6140,https://catalog.northeastern.edu/search/?P=CS%206140,/course-descriptions/cs/
CS 7150,Deep Learning,DS 5220,https://catalog.northeastern.edu/search/?P=DS%205220,/course-descriptions/cs/
CS 7170,Seminar in Artificial Intelligence,CS 5100,https://catalog.northeastern.edu/search/?P=CS%205100,/course-descriptions/cs/
CS 7170,Seminar in Artificial Intelligence,CS 5100,https://catalog.northeastern.edu/search/?P=CS%205100,/course-descriptions/cs/
CS 7180,Special Topics in Artificial Intelligence,,,/course-descriptions/cs/
CS 7200,Statistical Methods for Computer Science,,,/course-descriptions/cs/
CS 7240,"Principles of Scalable Data Management: Theory, Algorithms, and Database Systems",,,/course-descriptions/cs/
CS 7250,Information Visualization: Theory and Applications,,,/course-descriptions/cs/
CS 7260,Visualization for Network Science,,,/course-descriptions/cs/
CS 7270,Seminar in Database Systems,CS 5200,https://catalog.northeastern.edu/search/?P=CS%205200,/course-descriptions/cs/
CS 7270,Seminar in Database Systems,CS 5200,https://catalog.northeastern.edu/search/?P=CS%205200,/course-descriptions/cs/
CS 7280,Special Topics in Database Management,,,/course-descriptions/cs/
CS 7290,Special Topics in Data Science,,,/course-descriptions/cs/
CS 7295,Special Topics in Data Visualization,,,/course-descriptions/cs/
CS 7300,Empirical Research Methods for Human Computer Interaction,,,/course-descriptions/cs/
CS 7332,Machine Learning with Graphs,PHYS 5116,https://catalog.northeastern.edu/search/?P=PHYS%205116,/course-descriptions/cs/
CS 7340,Theory and Methods in Human Computer Interaction,,,/course-descriptions/cs/
CS 7375,Seminar in Human-Computer Interaction,,,/course-descriptions/cs/
CS 7380,Special Topics in Graphics/Image Processing,,,/course-descriptions/cs/
CS 7390,Special Topics in Human-Centered Computing,,,/course-descriptions/cs/
CS 7400,Intensive Principles of Programming Languages,,,/course-descriptions/cs/
CS 7430,"Formal Specification, Verification, and Synthesis",,,/course-descriptions/cs/
CS 7470,Seminar in Programming Languages,CS 5400,https://catalog.northeastern.edu/search/?P=CS%205400,/course-descriptions/cs/
CS 7470,Seminar in Programming Languages,CS 5400,https://catalog.northeastern.edu/search/?P=CS%205400,/course-descriptions/cs/
CS 7470,Seminar in Programming Languages,CS 7400,https://catalog.northeastern.edu/search/?P=CS%207400,/course-descriptions/cs/
CS 7480,Special Topics in Programming Language,,,/course-descriptions/cs/
CS 7485,Special Topics in Formal Methods,,,/course-descriptions/cs/
CS 7580,Special Topics in Software Engineering,,,/course-descriptions/cs/
CS 7600,Intensive Computer Systems,,,/course-descriptions/cs/
CS 7610,Foundations of Distributed Systems,,,/course-descriptions/cs/
CS 7670,Seminar in Computer Systems,CS 5600,https://catalog.northeastern.edu/search/?P=CS%205600,/course-descriptions/cs/
CS 7670,Seminar in Computer Systems,CS 5600,https://catalog.northeastern.edu/search/?P=CS%205600,/course-descriptions/cs/
CS 7670,Seminar in Computer Systems,CS 7600,https://catalog.northeastern.edu/search/?P=CS%207600,/course-descriptions/cs/
CS 7675,Master's Research,,,/course-descriptions/cs/
CS 7680,Special Topics in Computer Systems,,,/course-descriptions/cs/
CS 7770,Seminar in Computer Networks,CS 5700,https://catalog.northeastern.edu/search/?P=CS%205700,/course-descriptions/cs/
CS 7770,Seminar in Computer Networks,CS 5700,https://catalog.northeastern.edu/search/?P=CS%205700,/course-descriptions/cs/
CS 7775,Seminar in Computer Security,,,/course-descriptions/cs/
CS 7800,Advanced Algorithms,,,/course-descriptions/cs/
CS 7805,Complexity Theory,CS 7800,https://catalog.northeastern.edu/search/?P=CS%207800,/course-descriptions/cs/
CS 7810,Foundations of Cryptography,,,/course-descriptions/cs/
CS 7840,Foundations and Applications of Information Theory,,,/course-descriptions/cs/
CS 7870,Seminar in Theoretical Computer Science,CS 5800,https://catalog.northeastern.edu/search/?P=CS%205800,/course-descriptions/cs/
CS 7870,Seminar in Theoretical Computer Science,CS 5800,https://catalog.northeastern.edu/search/?P=CS%205800,/course-descriptions/cs/
CS 7870,Seminar in Theoretical Computer Science,CS 7800,https://catalog.northeastern.edu/search/?P=CS%207800,/course-descriptions/cs/
CS 7880,Special Topics in Theoretical Computer Science,,,/course-descriptions/cs/
CS 7930,Effective Scientific Writing in Computer Science,,,/course-descriptions/cs/
CS 7962,Elective,,,/course-descriptions/cs/
CS 7976,Directed Study,,,/course-descriptions/cs/
CS 7980,Research Capstone,CS 5004,https://catalog.northeastern.edu/search/?P=CS%205004,/course-descriptions/cs/
CS 7980,Research Capstone,CS 5010,https://catalog.northeastern.edu/search/?P=CS%205010,/course-descriptions/cs/
CS 7980,Research Capstone,CS 5800,https://catalog.northeastern.edu/search/?P=CS%205800,/course-descriptions/cs/
CS 7986,Research,,,/course-descriptions/cs/
CS 7990,Thesis,,,/course-descriptions/cs/
CS 7996,Thesis Continuation - Half-Time,CS 7990,https://catalog.northeastern.edu/search/?P=CS%207990,/course-descriptions/cs/
CS 8674,Master’s Project,,,/course-descriptions/cs/
CS 8948,Research Work Experience - Half-Time,,,/course-descriptions/cs/
CS 8949,Research Work Experience,,,/course-descriptions/cs/
CS 8982,Readings,,,/course-descriptions/cs/
CS 8986,Research,,,/course-descriptions/cs/
CS 9000,PhD Candidacy Achieved,,,/course-descriptions/cs/
CS 9990,Dissertation Term 1,CS 9000,https://catalog.northeastern.edu/search/?P=CS%209000,/course-descriptions/cs/
CS 9991,Dissertation Term 2,CS 9990,https://catalog.northeastern.edu/search/?P=CS%209990,/course-descriptions/cs/
CS 9996,Dissertation Continuation,CS 9991,https://catalog.northeastern.edu/search/?P=CS%209991,/course-descriptions/cs/
CSYE 5976,Directed Study,,,/course-descriptions/csye/
CSYE 6200,Concepts of Object-Oriented Design,,,/course-descriptions/csye/
CSYE 6202,Concepts of Object-Oriented Design with C#,,,/course-descriptions/csye/
CSYE 6205,Concepts of Object-Oriented Design with C++,,,/course-descriptions/csye/
CSYE 6220,Enterprise Software Design,CSYE 6200,https://catalog.northeastern.edu/search/?P=CSYE%206200,/course-descriptions/csye/
CSYE 6220,Enterprise Software Design,CSYE 6202,https://catalog.northeastern.edu/search/?P=CSYE%206202,/course-descriptions/csye/
CSYE 6220,Enterprise Software Design,CSYE 6205,https://catalog.northeastern.edu/search/?P=CSYE%206205,/course-descriptions/csye/
CSYE 6225,Network Structures and Cloud Computing,CSYE 6200,https://catalog.northeastern.edu/search/?P=CSYE%206200,/course-descriptions/csye/
CSYE 6225,Network Structures and Cloud Computing,INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 6225,Network Structures and Cloud Computing,INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 6230,Operating Systems,INFO 6205,https://catalog.northeastern.edu/search/?P=INFO%206205,/course-descriptions/csye/
CSYE 6305,Introduction to Quantum Computing with Applications,INFO 6205,https://catalog.northeastern.edu/search/?P=INFO%206205,/course-descriptions/csye/
CSYE 6700,Technical Writing and Professional Development,,,/course-descriptions/csye/
CSYE 6962,Elective,,,/course-descriptions/csye/
CSYE 7105,High-Performance Parallel Machine Learning and AI,DAMG 6105,https://catalog.northeastern.edu/search/?P=DAMG%206105,/course-descriptions/csye/
CSYE 7105,High-Performance Parallel Machine Learning and AI,INFO 6105,https://catalog.northeastern.edu/search/?P=INFO%206105,/course-descriptions/csye/
CSYE 7125,Advanced Cloud Computing,CSYE 6225,https://catalog.northeastern.edu/search/?P=CSYE%206225,/course-descriptions/csye/
CSYE 7200,Big-Data System Engineering Using Scala,,,/course-descriptions/csye/
CSYE 7215,"Foundations of Parallel, Concurrent, and Multithreaded Programming",CSYE 6200,https://catalog.northeastern.edu/search/?P=CSYE%206200,/course-descriptions/csye/
CSYE 7215,"Foundations of Parallel, Concurrent, and Multithreaded Programming",INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 7215,"Foundations of Parallel, Concurrent, and Multithreaded Programming",INFO 5100,https://catalog.northeastern.edu/search/?P=INFO%205100,/course-descriptions/csye/
CSYE 7220,Deployment and Operation of Software Applications,CSYE 6220,https://catalog.northeastern.edu/search/?P=CSYE%206220,/course-descriptions/csye/
CSYE 7220,Deployment and Operation of Software Applications,INFO 6250,https://catalog.northeastern.edu/search/?P=INFO%206250,/course-descriptions/csye/
CSYE 7230,Software Engineering,CSYE 6200,https://catalog.northeastern.edu/search/?P=CSYE%206200,/course-descriptions/csye/
